GeneID	RT	ST	LF	BU	FL	FR1	FR2	FR3	FR4	FR5	FRB	FRB3	FRB5	FRB7
Capana03g000424	9.696061	4.91242	0.632799	18.283413	55.808926	0.340006	0.679915	0.393899	1.509464	2.683553	8.503387	51.224026	81.338913	56.253716
Capana03g000427	65.413902	49.133152	38.137375	31.571749	55.351646	50.315128	26.329741	8.867111	21.890373	16.563255	16.820738	30.966864	50.566067	75.646294
Capana03g000428	7.645328	10.383037	3.104364	5.912723	6.375565	6.640573	4.316485	1.00877	1.561543	11.814781	10.368143	1.047554	3.637482	1.637436
Capana03g000431	0.920251	2.160316	2.175375	0.491652	0.591753	1.53932	0.916765	1.762818	1.765794	1.047396	0.771356	1.023454	0.425046	2.527149
Capana03g000430	20.875965	4.998925	2.615445	252.468353	127.911812	7.249818	5.894959	11.181872	22.467535	172.708542	144.173996	46.685928	67.460274	27.165682
Capana03g000432	8.21119	7.239419	7.374095	20.396006	6.35836	15.631804	11.120742	7.199733	7.652213	20.18676	8.341845	3.906746	5.828218	4.855268
Capana03g000433	2.085685	1.451292	2.389016	0.802044	1.037342	1.640585	2.285319	2.166837	2.100269	1.552861	1.134891	0.726455	1.329418	2.301427
Capana03g000434	7.032266	8.088307	12.79252	2.257133	6.768756	6.446683	10.143977	13.149432	8.209155	7.273487	10.585518	41.634338	35.610535	35.112293
Capana03g000435	1.876904	1.298878	1.143613	0.662857	2.902318	1.302392	0.494876	1.109826	0.203415	0.79197	0.448014	1.255917	1.044772	2.091485
Capana03g000437	41.968155	17.787258	15.728015	20.545246	17.921604	24.56286	36.719284	21.715563	21.706917	20.901409	17.038631	31.286869	24.866577	30.195631
Capana03g000436	141.632172	138.895752	392.727448	320.502228	158.241852	570.720398	473.64502	270.620209	386.622162	223.81926	284.573242	109.985008	578.882507	294.811951
Capana03g000440	12.484951	21.178715	10.097	0	9.876842	5.465911	0	4.855437	3.271805	2.88264	7.980983	46.064651	284.858765	57.416931
Capana03g000441	9.142885	7.706851	10.001638	5.675045	4.113716	15.842189	16.906622	10.962655	10.886186	11.337659	7.657641	9.808943	11.50207	11.777268
Capana03g000443	18.215782	22.34601	20.171518	17.588596	25.388746	24.992403	24.570356	21.296391	28.242718	21.823782	29.203861	27.314268	82.163925	79.874702
Capana03g000444	2.550444	11.018966	21.615295	191.131317	96.415558	12.730271	25.681038	20.632078	20.04562	9.722838	9.547501	15.234253	4.370639	3.73594
Capana03g000448	163.097717	42.732533	97.286469	12.082113	149.200317	4.694676	2.571943	5.607036	0	0	0	0.332965	0.590569	0.479561
Capana03g000449	53.903774	41.927258	12.854037	16.49758	11.794534	74.202431	31.805883	8.163734	14.585398	9.205586	9.632598	4.065502	11.527906	9.425144
Capana03g000452	2.714356	9.64358	30.992495	9.118896	6.197423	15.702357	7.608513	4.568841	3.572212	10.192151	8.899156	4.815124	10.182686	6.857143
Capana03g000453	23.974583	14.952474	5.945802	59.680256	15.789122	53.900764	86.852692	48.02906	67.164558	312.004364	103.217278	16.077318	25.922659	17.59071
Capana03g000454	29.586123	10.965007	5.867374	69.561028	19.742046	31.732225	41.722885	34.418243	40.994377	125.982307	63.813248	5.893236	19.546515	12.968675
Capana03g000447	0	0	0.776015	0.670963	1.253251	0	0	0	0	0	0	0.158808	0	0
Capana03g000445	308.540009	316.248962	337.810455	197.838318	324.387939	433.077545	470.372833	313.841309	425.70163	116.27935	179.611664	281.262939	597.147217	1038.23584
Capana03g000455	51.677834	24.203442	23.869761	26.367029	17.42798	21.874258	26.346584	30.314455	31.994761	54.5228	40.182655	27.148329	13.945733	17.852051
Capana03g000456	44.524853	30.66151	17.065235	6.340415	13.83086	17.753458	29.765308	21.786118	26.684666	18.396706	7.641199	8.56496	11.390563	9.179326
Capana03g000458	45.474628	35.691872	22.990026	17.14963	18.22172	41.697384	37.661484	49.965729	56.152428	30.781601	21.396311	28.906002	26.083483	48.41893
Capana03g000459	3.741771	5.350719	11.857267	2.79425	2.922788	9.881876	9.334757	10.13593	6.291886	6.948876	5.67836	13.506977	5.534892	8.622938
Capana03g000461	10.972746	36.539764	33.635769	7.834138	9.387449	22.613676	17.747663	11.767023	18.469635	6.763824	8.757166	16.088676	6.935901	16.0541
Capana03g000462	1.797938	1.491202	2.043005	3.052209	1.802606	1.145568	1.543641	0.869659	1.521479	0.995879	1.04068	1.075169	0.964595	2.654295
Capana03g000464	46.905468	36.674355	37.500618	42.572563	26.401541	37.338036	42.58659	40.40649	44.307068	43.701817	35.303425	45.499153	38.165806	47.825661
Capana03g000466	0.469199	0.922623	0.718029	0	0.167013	0	0.195462	0.526768	0.610598	0.071783	0.356027	0.477438	0.134179	0.880294
Capana03g000465	60.765278	83.313126	64.401741	10.533099	20.956978	55.125488	54.357014	58.992638	68.882133	32.417046	28.207056	41.966652	35.808994	94.831146
Capana03g000471	3.132522	8.665016	15.686969	2.140158	1.29398	4.587632	12.625463	11.483028	12.752256	1.162468	1.247261	3.105352	0	0
Capana03g000469	0.524569	0	0	54.208401	69.021385	0	0	0	0	0	0	0	0	0
Capana03g000467	3.312798	2.035656	2.73714	2.107005	0	0	2.961145	3.037972	2.994402	0.790889	0	0.807882	2.210532	1.266625
Capana03g000468	3.8281	2.992579	3.35953	1.002527	1.691719	0	3.142479	5.128838	2.393881	2.513785	0.900271	1.436785	1.679287	6.482018
Capana03g000472	19.918869	16.910284	19.561905	7.973806	7.208077	32.584476	35.940128	13.538326	19.369806	9.783388	4.752614	5.9267	1.787006	5.518925
Capana03g000473	49.945862	74.062645	123.025436	10.409964	47.437138	9.461819	6.330029	5.33385	2.492305	0	0	0	1.698507	0
Capana03g000474	19.590662	13.171257	32.547352	5.406917	25.357222	11.428382	7.544837	8.823033	14.432831	35.781265	12.446219	11.577871	7.333816	15.897958
Capana03g000475	18.753487	20.188869	5.696983	10.303877	6.158438	19.958147	13.301826	17.075386	35.050629	11.483841	20.97963	69.217087	12.902545	45.820934
Capana03g000476	2.958955	0.159856	0.316553	8.174481	0.351472	5.99059	3.03053	7.885028	6.106335	154.443405	85.021935	8.570526	7.836739	3.165715
Capana03g000477	0.756436	0	0	2.793453	1.29078	2.464364	2.052838	2.19692	3.862747	13.147769	8.359571	0.867176	1.523674	0.637404
Capana03g000479	1.446728	0.170006	0.128199	1.042524	2.735663	3.105167	4.325883	1.902054	0	0.442321	0.755322	0.309041	0	0.088051
Capana03g000478	3.373467	12.774463	14.816689	1.793447	7.031738	18.536379	14.041836	9.670714	12.184077	4.751879	4.223629	2.524504	4.170982	5.701633
Capana03g000480	1.536867	0.22338	0	0.451842	0	2.613699	1.040737	0.71769	0.780604	0	0	0.103347	0.988635	0.505828
Capana03g000482	2.65113	1.353925	3.516243	0	2.208061	4.665781	4.269928	4.333505	3.925661	1.146902	2.245399	2.440041	2.416312	2.992207
Capana03g000483	6.067693	8.756124	7.909775	1.152264	2.017212	9.948438	9.506781	8.236988	8.79593	5.722285	2.804921	4.313768	4.05511	6.576642
Capana03g000484	19.881149	31.435299	24.344427	5.756848	10.192313	46.786827	35.401424	25.675127	25.148685	22.882601	14.885818	15.711617	19.439144	30.826254
Capana03g000485	16.341766	17.383223	20.612947	4.694644	8.905984	24.217209	19.67555	15.903415	12.842427	13.247629	9.35883	9.72993	13.316481	16.568615
Capana03g000487	46.359253	23.727217	24.597851	75.761436	43.544544	24.866488	32.342236	33.787766	42.388283	51.956928	33.530457	34.782467	61.586185	58.555801
Capana03g000490	1.02529	2.152074	1.07059	0.909564	0.755388	2.526584	1.857254	1.949022	2.326714	2.510652	1.157456	1.054581	1.003739	0.757044
Capana03g000489	3.465529	33.066776	2.802471	1.721074	15.594524	15.559376	3.243117	3.273083	9.322662	2.802812	3.808448	4.040312	1.157935	1.027886
Capana03g000488	69.56575	102.407692	103.442505	32.554188	31.150707	159.317764	151.525284	92.618805	122.089165	76.53727	65.588303	57.263908	34.153679	44.608753
Capana03g000492	86.363312	12.634716	1.709403	0	2.007453	26.155874	22.546421	11.071646	18.417336	3.938545	1.014478	0.794789	0.239156	0.367712
Capana03g000493	4.459576	2.634856	3.595517	1.558726	1.340026	5.549789	5.412591	7.871868	11.702847	7.242111	2.569898	5.128664	4.404674	4.190685
Capana03g000491	196.482712	206.660904	203.476929	58.527866	68.655991	198.17363	225.603455	288.738129	260.869446	159.773239	137.971863	238.167801	170.217911	139.954681
Capana03g000496	4.351146	1.873078	3.272693	1.687587	0.723684	4.436452	7.266909	4.238038	6.888456	3.769446	1.076892	3.687417	4.065916	15.770439
Capana03g000494	6.250727	13.343168	10.159959	6.887081	6.925043	4.321245	6.664438	9.620064	10.071684	8.628077	7.656106	8.198629	10.534776	21.235022
Capana03g000495	4.154707	2.903992	2.879061	5.340711	2.14464	2.822723	3.323742	1.479685	3.618277	3.281492	4.630558	5.793241	4.564653	10.247875
Capana03g000497	84.383682	110.781158	60.222557	36.608791	28.793848	41.586285	61.262577	81.03389	72.27858	40.670132	27.173191	56.521435	23.099714	30.433573
Capana03g000498	23.597252	20.379904	18.675476	9.640537	8.670038	14.408971	13.234182	17.603558	18.316538	11.374615	10.882502	13.195457	11.593493	11.519945
Capana03g000501	1.083876	0	0	446.915466	55.112511	1.907539	1.029237	0.41508	0.955399	0.200405	0.194541	0.068054	0.091222	0
Capana03g000502	1.790768	4.285553	2.162068	4.442384	2.31256	4.447436	2.713928	5.159014	5.825642	4.060678	3.013969	5.387578	1.317497	3.74064
Capana03g000504	5.46407	8.439673	4.795441	12.206322	0.828142	5.856433	5.780958	2.936621	7.572591	9.48442	3.235457	0.598186	0.393463	0.803191
Capana03g000505	3.524591	2.081026	1.473753	2.133182	1.276143	2.112854	3.618948	2.917392	2.154032	4.214189	4.106199	2.805033	2.438237	2.613294
Capana03g000506	1.033522	0.771595	1.512262	0.794997	0.65905	0.855775	1.242762	0.898951	1.376934	1.962181	0.711516	0.830449	0.779131	1.167232
Capana03g000507	51.064877	45.352707	43.540115	10.156511	21.185955	31.678604	27.168217	30.933706	39.142197	13.658716	11.105566	19.707321	13.45858	24.50008
Capana03g000513	2.365933	6.545372	6.758181	14.025748	19.12151	9.847384	4.870229	2.417971	2.248239	17.536919	30.472151	4.985224	5.743042	1.015954
Capana03g000514	21.382231	28.421389	24.605385	38.051079	25.807314	35.373634	47.486038	21.37849	33.222507	37.286087	24.074932	14.728326	31.147079	25.65748
Capana03g000515	35.101944	28.617872	17.478184	37.140808	21.823483	42.522602	55.922165	40.687931	69.227638	32.644142	34.892277	28.500265	11.21322	10.959453
Capana03g000516	12.69906	4.145621	2.127638	1.409826	2.679053	2.800121	2.762981	1.692106	2.08422	1.128154	0.89342	1.420355	0.580354	1.732813
Capana03g000517	4.26918	0.890954	1.07961	0.335782	0.434525	0	2.094808	3.134708	1.936414	1.340757	0.771674	7.292384	0.591776	1.585788
Capana03g000519	18.250296	16.598228	15.311727	11.087034	3.805827	29.215717	33.775608	31.948828	31.911844	19.436865	17.136921	20.640017	5.749143	18.113079
Capana03g000520	0.144878	0.357797	2.425062	0	0	0.916764	2.119672	0.92813	0.983119	0.271716	0.37377	0	0.284669	0.323062
Capana03g000522	9.684109	6.780899	9.11644	20.198454	11.210732	3.562413	7.530822	4.306651	5.029884	1.457571	2.010461	3.906928	2.053589	4.750114
Capana03g000524	60.798367	110.754471	74.385796	47.138065	44.894039	58.65461	54.814438	41.568905	57.036861	30.879393	24.775627	16.547457	25.360716	25.023012
Capana03g000526	10.763501	34.565449	70.153084	4.180067	9.521352	16.498117	20.827291	26.86838	25.951715	13.029736	17.230762	44.418903	10.96898	36.450787
Capana03g000527	4.952651	3.347059	5.288486	0.479942	0.756177	6.229838	5.488445	2.151913	4.843299	2.421977	1.938762	2.664892	2.633872	3.190492
Capana03g000528	4.006579	2.772713	2.280208	0.570651	1.946698	8.13133	4.797752	2.813892	3.209709	2.527188	2.100185	3.419503	3.847371	3.915538
Capana03g000529	3.442008	2.023324	0.714083	0.124162	1.515929	5.486742	3.940301	3.387388	3.731746	3.332765	1.366015	1.873235	1.808617	3.982226
Capana03g000525	242.591492	144.792847	115.267754	18.42778	62.567078	166.785065	140.664536	166.863861	166.725647	73.715088	81.006714	137.61409	250.168167	267.266724
Capana03g000530	9.366059	8.808708	13.036116	3.217437	7.814857	5.487474	20.684383	16.047131	44.423782	3.599387	3.900719	2.380444	2.749097	2.305309
Capana03g000531	11.469844	1.747244	6.313889	0.281264	2.046884	0	2.024307	2.80511	1.289504	0	3.308744	1.072956	1.46096	0.587463
Capana03g000533	2.039485	0	0	0	0	0.300102	0	0	0	0.645051	0	0	0.777036	2.0184
Capana03g000534	118.125511	61.702774	59.198185	23.368444	19.208233	31.309086	50.234447	59.706879	53.935539	31.988686	16.981421	53.336742	36.535881	63.167553
Capana03g000535	132.442734	120.999832	32.883564	47.017612	46.768406	69.866768	64.869247	62.570236	67.95079	59.765564	80.046394	231.568893	162.218231	240.54776
Capana03g000537	11.41497	2.265588	1.446513	1.126846	9.092906	4.769942	9.145935	2.467715	7.768055	10.170563	0.906301	0.505454	1.409066	1.411723
Capana03g000536	357.677094	137.109177	111.108238	97.587753	43.878971	105.032181	142.999802	104.24205	110.006264	25.577089	17.434496	17.630692	39.552723	27.591208
Capana03g000538	16.092682	26.029785	31.670097	4.12754	9.914863	43.974728	47.886974	27.850338	40.244858	31.608488	17.675762	14.775614	19.313635	27.486719
Capana03g000539	2.430327	0.675209	1.366307	6.449429	4.825369	2.530069	1.751094	3.574743	3.852787	2.83272	1.608631	0.52284	0.94597	1.753462
Capana03g000540	1.832693	0.701325	1.124157	0.932623	0	0	0.443147	0.667355	0.572676	0.430338	0	0	0.813487	0.850754
Capana03g000541	4.727181	4.070804	3.227695	4.798477	2.037815	5.06254	3.070115	2.02043	2.064968	2.048161	1.394677	0.429506	2.061694	3.514934
Capana03g000544	2.126223	2.028165	2.700847	5.928539	0.430362	2.362777	1.75645	1.865459	1.18373	0.963578	0.872101	0.931569	0.74143	1.287014
Capana03g000545	25.750038	5.901593	9.853344	7.155328	4.440132	8.484624	6.328115	7.433014	5.947785	4.967667	4.478945	3.594922	6.017513	3.794661
Capana03g000547	681.15094	1004.285034	1779.033813	238.18074	619.889771	312.258331	483.341431	165.433685	304.114014	102.138161	108.111771	44.828091	288.43576	111.873726
Capana03g000550	4.343866	2.492021	4.801905	2.725021	1.125236	2.344048	3.663068	0.455707	1.409416	0	0	0	0.409891	0
Capana03g000551	2.122503	2.571701	1.218218	2.286524	0.824409	0.924576	1.058492	0	1.725637	0	0	0	0	0
Capana03g000549	300.329987	53.483887	18.870525	19.904009	16.837696	15.738531	13.262803	25.198475	42.136753	42.609493	30.913898	11.327559	25.834642	2.029039
Capana03g000553	4.454674	7.341809	8.973917	4.256246	3.89784	1.815672	2.464926	1.078904	0.882018	1.868019	1.205338	1.953225	3.866864	4.468845
Capana03g000552	0.456862	0.514341	0.680819	0.300336	0.55704	0	1.933327	1.210139	6.701514	0.743733	34.81736	26.280954	175.440735	115.447479
Capana03g000554	9.257382	6.383718	9.643611	54.931469	10.851356	14.307008	12.510112	13.776896	14.844461	12.788706	6.240257	9.418037	13.11482	20.35301
Capana03g000555	12.334381	10.073479	11.23112	7.942918	13.349277	6.873737	8.434528	10.267716	13.232815	10.834021	10.317724	8.124608	19.00008	15.678837
Capana03g000558	4.317803	23.775311	8.800755	14.421497	18.199839	3.909942	3.909396	2.214904	4.478269	3.648759	1.324691	1.814721	0.487046	0.493311
Capana03g000560	0.827928	0.176245	0.994505	0.897448	1.953226	5.579353	16.310535	25.183565	19.779795	7.591983	4.09598	6.36683	5.544083	0.782909
Capana03g000561	2.807724	0	0.948463	0.164423	0	1.326847	1.483223	1.103502	2.128912	1.210467	0.854392	3.028733	0.096857	0.333383
Capana03g000566	22.105093	15.55699	9.933843	38.752953	22.631924	8.107562	14.60362	8.0889	14.606006	17.28492	6.449104	13.844679	17.04425	19.802214
Capana03g000562	6.511168	11.614242	14.571811	2.110535	3.843272	14.416562	9.388902	6.354263	9.599906	3.697026	5.172679	14.236902	4.402969	11.209089
Capana03g000563	7.067432	13.626637	11.988242	5.609052	4.669523	12.661843	16.316219	9.178576	20.583126	16.711214	10.004947	10.57413	6.992537	11.442572
Capana03g000564	5.870693	3.510983	7.806268	6.19048	2.129885	7.17168	4.371275	6.379858	6.967428	6.159694	6.959393	5.022095	3.178079	5.18471
Capana03g000565	5.261435	3.392767	7.010069	3.812404	1.415297	5.296736	6.022803	6.308487	6.926537	7.79578	7.15051	4.715803	2.414815	4.036855
Capana03g000556	80.991592	149.446152	90.665298	33.582302	72.757996	44.408535	51.46833	79.449692	75.178787	78.489594	96.604614	128.773438	114.121407	130.731873
Capana03g000557	154.428101	208.816681	197.757294	58.082546	83.781296	57.442562	70.222969	35.771793	62.255013	34.968212	67.639763	65.896111	401.401398	208.895706
Capana03g000567	261.596924	136.984924	81.755737	116.502747	141.776276	170.20755	181.353806	188.432938	168.289627	136.402817	92.651413	152.190979	170.319443	173.199356
Capana03g000569	1.220327	1.97583	3.388124	39.374809	19.113146	2.072798	1.331634	1.865551	1.645106	0.786063	0.483492	0.311181	1.182377	1.952143
Capana03g000568	24.302999	25.678677	23.12109	47.599743	24.447506	17.10647	22.459576	20.981787	22.707664	19.194761	20.38707	23.235317	25.860098	32.310574
Capana03g000572	0.676585	9.883559	16.401718	26.991219	17.688721	13.976526	21.291821	46.292412	29.546822	22.835632	17.847631	50.180199	3.484106	7.689541
Capana03g000573	7.929606	22.192955	25.914419	14.947788	8.123098	7.422034	8.391037	27.165094	23.926207	19.252829	21.875557	20.435295	5.606102	16.482077
Capana03g000574	8.834772	7.946662	4.611515	2.863323	2.027833	6.112988	6.280846	4.385681	4.698103	3.933117	3.559326	3.496414	1.245231	2.446916
Capana03g000576	2.408505	15.281479	25.918362	0.487707	0.676782	1.534147	2.827094	6.147743	4.104615	5.802563	8.236385	44.792919	11.788748	12.414733
Capana03g000578	132.142975	17.136314	8.67281	7.255672	5.849054	46.670483	24.428553	32.057121	42.762722	26.614607	17.86544	11.889753	12.852391	15.436878
Capana03g000583	15.137876	9.316157	7.2232	2.558081	3.731814	12.040858	12.387654	7.201956	9.395941	7.108191	5.899804	4.742655	2.854311	3.993588
Capana03g000579	23.019558	55.662407	504.967438	26.680529	168.730179	285.656219	256.822144	228.576172	193.518707	96.40786	108.38092	277.148224	131.657242	193.188873
Capana03g000584	17.396873	21.915346	24.321053	8.326726	6.446126	24.044037	22.220123	19.621552	23.95079	12.00389	11.289092	10.822117	13.846144	19.284359
Capana03g000586	0.511671	0.963644	2.277517	8.037495	3.708444	0	1.121638	2.647293	2.723005	1.954455	1.487612	2.475126	1.179794	2.47664
Capana03g000589	13.977668	11.775513	17.509075	7.956024	5.451968	13.073673	14.186954	9.07331	12.145788	6.389757	7.737163	8.198108	10.166109	11.683282
Capana03g000590	0.427879	0.57782	0.313509	0.429891	0.398223	0.286103	0.167724	0.129558	0.139927	0.359312	0.481703	0	0.474195	0.091963
Capana03g000591	18.039368	10.679743	11.277275	9.637478	8.811075	11.47486	16.266487	7.698571	10.596568	6.97548	4.671859	12.51522	13.951245	16.651739
Capana03g000592	28.064838	43.106911	48.228752	13.099534	17.650045	40.903244	36.371441	38.666355	45.326996	41.774433	37.273552	57.813961	37.306713	67.460373
Capana03g000594	1.220075	1.345065	2.275059	2.134569	2.420299	0.762573	2.077629	1.775682	1.478464	1.405843	0.767349	0.609104	1.320117	0.947645
Capana03g000593	23.332767	28.290497	86.948273	22.784573	70.615639	82.715057	97.395447	74.35923	78.962219	15.80884	20.454418	76.496956	33.491848	41.751209
Capana03g000595	112.006721	120.070389	95.225006	30.176601	83.198486	35.749928	34.223297	3.564888	14.99696	3.92175	7.050392	1.53071	2.394451	0.339342
Capana03g000596	0.117629	0	1.200991	0.416363	0	0.480555	0.208211	0	0	0	0	0	0.175914	0
Capana03g000597	3.862015	2.977491	4.878125	78.385254	32.210011	2.249281	6.275745	3.787939	5.919798	5.445455	7.062738	27.050655	18.641241	19.780338
Capana03g000598	51.093723	34.479179	35.943939	77.796707	81.341072	17.88488	30.223118	43.111801	40.302311	32.606895	25.355312	37.986271	24.462133	52.778137
Capana03g000599	72.578751	58.26358	61.183399	139.801346	68.362068	41.69376	56.13023	57.915672	57.413429	70.534698	37.664005	39.617874	24.810507	34.651642
Capana03g000600	49.231827	16.572149	20.217958	4.203171	8.631826	21.711336	24.92618	21.55405	16.527481	7.726376	5.08924	5.320417	3.058207	4.266827
Capana03g000601	168.074173	100.642006	119.89547	185.468048	91.645996	69.225777	72.559471	91.204636	83.750114	129.446198	129.631531	88.082779	125.114479	134.99649
Capana03g000608	0	0	0	112.394402	46.345928	0	0	0	0	0	0	0	0	0
Capana03g000614	0	0	0	0	0.703053	0	0	0	0	0	0	0	0	0
Capana03g000615	0	0	0	0	0.197494	0	0	0	0	0	0	0	0	0
Capana03g000616	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capana03g000617	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capana03g000619	0	0	0	1.292296	3.192569	0	0	0	0	0	0	0	0	0
Capana03g000620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capana03g000603	1.132355	0	3.509635	0.438784	1.022986	0.662652	0	11.492995	3.071661	318.608063	791.880493	166.06131	786.442444	564.164062
Capana03g000604	0	0	0.366939	0	0	2.202183	0	3.265102	2.834917	0	0	4.950271	16.47798	10.890687
Capana03g000605	5.703628	0	4.5163	2.038147	1.553618	16.687748	6.168785	11.58952	9.141066	10.256317	2.616357	0.438752	1.1906	0.616913
Capana03g000606	2.30089	2.44754	3.454266	0.580887	0.858787	1.663888	2.524481	2.551613	1.815785	1.902901	1.970568	1.598179	0.543722	1.749396
Capana03g000607	2.437157	2.968084	2.055079	8.256067	1.580457	2.477161	4.277732	3.795505	2.223987	1.136597	0.981529	1.988353	1.87221	1.314142
Capana03g000609	101.653954	80.868683	94.987892	70.730972	70.915489	79.667427	80.347397	111.15979	103.813515	69.899124	85.953659	184.572937	136.688858	179.632538
Capana03g000610	53.751804	38.361206	28.695139	28.88892	28.640085	54.713932	51.584602	58.885632	55.867413	43.056202	38.688431	118.237694	75.031403	118.517334
Capana03g000611	2.117215	63.236244	208.273468	217.07373	121.786804	172.317078	150.533859	34.774227	76.937073	4.472357	2.205608	2.641294	1.583685	3.560764
Capana03g000612	3.908087	2.666751	4.536834	46.071934	11.505912	25.493832	23.290827	4.736668	11.804461	8.802382	3.083437	0.216574	0.256088	0.29403
Capana03g000613	11.426309	39.316864	42.746071	18.723892	13.378144	30.173679	30.78368	24.408274	23.169752	19.92127	13.177871	23.746105	15.192879	15.393304
Capana03g000618	4.807683	2.697944	1.974215	7.239709	4.518087	2.868423	6.679143	4.813413	3.642625	3.144209	3.152048	4.839809	1.810448	2.925882
Capana03g000622	6.328588	6.975766	10.921064	126.226379	43.4188	17.27746	13.444258	12.979075	12.993074	14.551815	9.219908	8.79276	2.691131	3.003778
Capana03g000623	0.093624	0.598543	6.565568	3.602664	2.611202	1.856532	0	0	0.228861	0.497011	1.70612	0.414862	1.063635	0.65638
Capana03g000624	92.442001	72.991051	207.99324	45.044529	131.432724	105.823776	109.553093	86.926125	88.574379	34.770031	35.698334	87.117378	58.463055	100.806664
Capana03g000625	2.315739	2.641232	4.336905	0.607667	0.987005	6.219353	4.39276	5.275369	5.096854	4.455662	3.572145	2.507531	6.444616	6.16115
Capana03g000627	0.456862	0	0	0	0	0.734113	0	1.462449	1.479228	2.728228	1.18046	0.428395	2.985169	1.090785
Capana03g000628	6.560812	5.777496	8.805499	3.523203	6.10619	6.309373	4.817088	9.74758	3.13777	4.196311	2.93109	5.631647	2.568404	3.251315
Capana03g000629	185.537415	102.141914	13.837571	1.476604	20.998657	2.910566	1.084685	41.029503	24.901621	3.856728	22.963135	151.101074	362.00705	358.714355
Capana03g000631	0.25763	0.441563	0	0.790581	0.658809	0	0	0.453721	0.182178	0.250117	0.343594	0.208391	0.830768	0
Capana03g000633	7.874598	18.941162	17.868177	6.063111	6.18677	20.01075	22.909433	19.369101	16.764296	5.325349	9.358895	31.731033	4.305067	0.547965
Capana03g000630	20.695354	15.009964	21.177946	21.427752	12.22734	10.159197	13.278272	16.515162	17.978605	20.01125	19.377047	45.778721	29.485189	8.809038
Capana03g000634	13.326921	19.969391	16.912033	6.531237	8.820493	8.219263	13.442519	15.814285	16.19767	16.231012	11.982124	11.766193	17.42277	20.386993
Capana03g000635	1.574628	0	0.910715	8.059168	6.477383	0	1.166893	0.483716	0	0	0	0	0	0
Capana03g000636	1.202715	0.215008	0.966729	14.609019	13.574377	1.821484	2.559097	1.099244	0.868442	1.340779	0.257877	0.564226	0.919764	1.004925
Capana03g000637	67.989647	77.334541	85.734802	100.721825	39.066578	108.644341	198.975937	182.202316	157.921036	105.867393	91.881714	129.80452	59.544884	77.013229
Capana03g000638	3.947415	3.657276	2.312652	3.369627	3.487499	9.539183	8.002337	4.525961	5.076179	3.529527	2.752918	4.925366	3.358895	3.441553
Capana03g000639	6.605878	7.936995	11.524014	2.467003	2.191189	11.877244	7.822374	9.223083	8.410854	4.234662	3.42778	4.478204	5.901868	9.697309
Capana03g000641	0.366441	1.308314	6.627993	7.91467	2.18932	17.013189	17.270979	10.274684	13.530483	14.843699	6.666673	2.985341	4.802127	5.72528
Capana03g000642	1.785368	1.816351	0.976538	1.298263	1.186449	0.86096	1.428539	3.001089	2.663128	2.465726	2.527483	2.851925	1.170902	2.491778
Capana03g000640	100.17395	79.997177	73.991096	42.819481	61.251976	238.360565	169.982086	148.959885	145.274704	57.508202	53.688808	186.45047	181.015366	261.417847
Capana03g000645	64.428856	2.685494	9.83826	13.440079	2.004601	18.565102	10.612266	1.877155	4.345907	0.604028	0	0	0.438228	0
Capana03g000643	49.43428	33.766182	100.360832	36.988808	93.611725	39.367107	41.301712	44.25066	37.138874	17.352554	26.390892	71.928131	95.151443	62.411385
Capana03g000644	13.645184	10.67661	11.111852	9.349477	6.237278	15.074675	14.815133	15.220151	11.911558	9.61505	6.174077	10.373067	8.278742	14.610038
Capana03g000646	0.986405	1.117564	1.815544	0.098205	0.327663	0.510618	1.218589	1.268801	1.871295	1.058933	0.907883	1.262027	1.074208	1.973108
Capana03g000648	6.886193	5.921845	3.333869	18.229927	3.685777	24.898092	55.658096	63.095661	49.353653	32.319763	7.90308	2.761386	0	0.175222
Capana03g000647	68.540215	76.139534	86.116013	12.979513	19.63327	73.587326	63.770973	57.638603	53.931805	29.090691	21.858873	25.12418	23.180058	23.289186
Capana03g000649	10.358136	7.30317	10.283306	3.029958	2.06476	17.517204	18.441086	23.87821	17.014353	8.471995	7.29395	14.780961	12.338336	20.755651
Capana03g000650	22.581915	130.295593	107.989777	142.246582	164.145309	17.6315	31.760078	16.940857	31.098465	5.629043	4.478536	7.062907	8.662045	11.121056
Capana03g000652	0	0	3.364637	0	0	0	0	0	0.407387	0	0	0.917975	0	0
Capana03g000653	6.793778	19.476471	20.434397	2.594728	4.359836	12.274148	12.440628	14.934823	14.852388	8.539178	6.477677	14.426294	5.93892	22.779814
Capana03g000654	36.851391	35.349304	86.175873	23.340025	25.555984	34.678551	26.136482	48.693512	39.871098	19.654705	35.215378	68.628571	40.307899	44.276756
Capana03g000655	12.671183	9.52765	7.348818	11.515245	12.944782	11.29205	10.889065	11.730683	11.847817	6.529203	8.782632	10.72523	8.485662	12.472047
Capana03g000656	0	1.602199	0.557515	0	0	0	0	0.187728	0	1.442644	0.163618	0	0.926174	0.874622
Capana03g000657	6.229701	8.28406	7.295819	9.475126	10.162234	7.713941	12.374526	17.462439	12.883876	6.023607	9.26527	9.444817	9.195394	10.525799
